Country,Countryrank,Hospital,Score,City,Year
Canada,43,Oakville Trafalgar Memorial Hospital,81.2,"Oakville, ON",2019
Canada,44,Centre hospitalier de l'Université Laval (CHU de Québec-Université Laval),81.1,"Quebec City, QC",2019
Canada,45,Michael Garron Hospital,81.1,"Toronto, ON",2019
Canada,46,St. Joseph’s Health Centre,80.7,"Toronto, ON",2019
Canada,47,Regina General Hospital,80.6,"Regina, SK",2019
Canada,48,McMaster University Medical Centre (Hamilton Health Sciences),80.5,"Hamilton, ON",2019
Canada,49,Mississauga Hospital (Trillium Health Partners),80.3,"Mississauga, ON",2019
Canada,50,Bluewater Health,80.1,"Sarnia, ON",2019
Canada,51,"Victoria General Hospital, MB",80,"Winnipeg, MB",2019
Canada,52,Etobicoke General Hospital (William Osler Health System),79.8,"Toronto, ON",2019
Canada,53,Juravinski Hospital (Hamilton Health Sciences),79.6,"Hamilton, ON",2019
Canada,54,Brampton Civic Hospital (William Osler Health System),79.5,"Brampton, ON",2019
Canada,55,Hopital Maisonneuve-Rosemont,79.5,"Montreal, QC",2019
Canada,56,Chaleur Regional Hospital,79.3,"Bathurst, NB",2019
Canada,57,Saskatoon City Hospital,79.1,"Saskatoon, SK",2019
Canada,58,"University Hospital (London, Ontario)",79.1,"London, ON",2019
Canada,59,Dr. Georges-L.-Dumont University Hospital Centre,78.8,"Moncton, NB",2019
Canada,60,Yorkton Regional Health Centre,78.5,"Yorkton, SK",2019
Canada,61,Hôpital du Saint-Sacrement (CHU de Québec-Université Laval),78.5,"Quebec City, QC",2019
Canada,62,Markham Stouffville Hospital – Markham Site,78.5,"Markham, ON",2019
Canada,63,Milton District Hospital,78.3,"Milton, ON",2019
Canada,64,Hôpital Montfort,78.2,"Ottawa, ON",2019
Canada,65,Hamilton General Hospital (Hamilton Health Sciences),77.3,"Hamilton, ON",2019
Canada,66,Joseph Brant Memorial Hospital,77.1,"Burlington, ON",2019
Canada,67,Valley Regional Hospital,76.4,"Kentville, NS",2019
Canada,68,Hôpital Notre-Dame (Centre hospitalier de l’Université de Montréal),76.4,"Montreal, QC",2019
Canada,69,Lions Gate Hospital,76.1,"North Vancouver, BC",2019
Canada,70,Richmond Hospital,75.8,"Richmond, BC",2019
Canada,71,Royal University Hospital,75.6,"Saskatoon, SK",2019
Canada,72,QHC Belleville General Hospital (Quinte Health Care),75.5,"Belleville, ON",2019
Canada,73,Peace Arch Hospital,75.4,"White Rock, BC",2019
Canada,74,Cape Breton Regional Hospital,75.4,"Sydney, NS",2019
Canada,75,Guelph General Hospital,75.2,"Guelph, ON",2019
Canada,76,St. Mary’s General Hospital,75.2,"Kitchener, ON",2019
Canada,77,Scarborough Health Network,75.1,"Scarborough, ON",2019
Canada,78,Hôpital du Sacré-Coeur de Montréal,74.9,"Montreal, QC",2019
Canada,79,Queen Elizabeth Hospital,74.7,"Charlottetown, PE",2019
Canada,80,Lakeridge Health Oshawa (Lakeridge Health),74.5,"Oshawa, ON",2019
Canada,81,Surrey Memorial Hospital,74.1,"Surrey, BC",2019
Canada,82,Thunder Bay Regional Health Sciences Centre,74.1,"Thunder Bay, ON",2019
Canada,83,Miramichi Regional Hospital,74.1,"Miramichi, NB",2019
Canada,84,The University Hospital of Northern British Columbia,74,"Prince George, BC",2019
Canada,85,Medicine Hat Regional Hospital,73.4,"Medicine Hat, AB",2019
Germany,1,Charité – Universitätsmedizin Berlin,94.2,Berlin,2019
Germany,2,Universitätsklinikum Heidelberg,94.1,Heidelberg,2019
Germany,3,Klinikum der Universität München,91.4,Munich,2019
Germany,4,Universitätsklinikum Hamburg-Eppendorf (UKE),90.8,Hamburg,2019
Germany,5,Medizinische Hochschule Hannover (MHH),90.7,Hanover,2019
Germany,6,Klinikum rechts der Isar der TU München,89.6,Munich,2019
Germany,7,Uniklinik Köln,89.1,Cologne,2019
Germany,8,Universitätsklinikum Freiburg,88.9,Freiburg,2019
Germany,9,"UKSH Universitätsklinikum Schleswig-Holstein, Campus Kiel",88.4,Kiel,2019
Germany,10,Universitätsklinikum Regensburg,88.3,Regensburg,2019
Germany,11,Universitätsklinikum Erlangen,88.2,Erlangen,2019
Germany,12,Universitätsmedizin Göttingen,88.1,Göttingen,2019
Germany,13,Universitätsklinikum Carl Gustav Carus Dresden,87.7,Dresden,2019
Germany,14,Universitätsklinikum Düsseldorf,87.7,Düsseldorf,2019
Germany,15,Uniklinik RWTH Aachen,87.3,Aachen,2019
Germany,16,Universitätsklinikum Würzburg,87,Würzburg,2019
Germany,17,Universitätsklinikum Bonn,86.9,Bonn,2019
Germany,18,Universitätsmedizin Mainz,86.9,Mainz,2019
Germany,19,Klinikum Nürnberg Nord,86.7,Nuremberg,2019
Germany,20,Universitätsklinikum Essen,86.5,Essen,2019
Germany,21,Universitätsklinikum Leipzig,86.1,Leipzig,2019
Germany,22,Asklepios Klinik St. Georg,86.1,Hamburg,2019
Germany,23,Universitätsklinikum Jena,85.9,Jena,2019
Germany,24,Universitätsklinikum des Saarlandes,85.7,Homburg,2019
Germany,25,Universitätsklinikum Tübingen,85.7,Tübingen,2019
Germany,26,Universitätsklinikum Ulm,85.6,Ulm,2019
Germany,27,BG Universitätsklinikum Bergmannsheil,85.4,Bochum,2019
Germany,28,Asklepios Klinik Barmbek,85.4,Hamburg,2019
Germany,29,Bundeswehrkrankenhaus Ulm,85.3,Ulm,2019
Germany,30,Universitätsklinikum Halle (Saale),85,Halle (Saale),2019
Germany,31,Universitätsmedizin Greifswald,84.8,Greifswald,2019
Germany,32,Universitätsklinikum Münster,84.7,Münster,2019
Germany,33,"UKSH Universitätsklinikum Schleswig-Holstein, Campus Lübeck",84.2,Lübeck,2019
Germany,34,Schön Klinik Hamburg Eilbek,84.1,Hamburg,2019
Germany,35,Klinikum Nürnberg Süd,84,Nuremberg,2019
Germany,36,Universitätsklinikum Frankfurt,83.6,Frankfurt am Main,2019
Germany,37,Robert-Bosch-Krankenhaus – Klinik Schillerhöhe,83.5,Stuttgart,2019
Germany,38,Klinikum Braunschweig,83.3,Brunswick,2019
Germany,39,Klinikum Köln-Merheim,83.2,Cologne,2019
Germany,40,Universitätsklinikum Magdeburg,83.2,Magdeburg,2019
Germany,41,Zentralklinik Bad Berka,83.1,Bad Berka,2019
Germany,42,St. Franziskus-Hospital Münster,83,Münster,2019
Germany,43,Universitätsmedizin Mannheim,82.8,Mannheim,2019
Germany,44,Klinikum Dortmund,82.7,Dortmund,2019
Germany,45,Albertinen-Krankenhaus,82.6,Hamburg,2019
Germany,46,Städtisches Klinikum Karlsruhe,82.5,Karlsruhe,2019
Germany,47,Krankenhaus Nordwest,82.5,Frankfurt am Main,2019
Germany,48,München Klinik Bogenhausen,82.3,Munich,2019
Germany,49,Marienhospital Stuttgart,82.2,Stuttgart,2019
Germany,50,Klinikum Ludwigshafen,82.2,Ludwigshafen,2019
Germany,51,Brüderhaus Koblenz,82,Coblenz,2019
Germany,52,"Gemeinschaftskrankenhaus Bonn, Haus St. Petrus",82,Bonn,2019
Germany,53,Städt. Klinikum Dresden-Friedrichstadt,82,Dresden,2019
Germany,54,UKGM Gießen und Marburg,81.9,Marburg,2019
Germany,55,Klinikum Stuttgart – Olgahospital / Frauenklinik,81.9,Stuttgart,2019
Germany,56,Waldkliniken Eisenberg,81.8,Eisenberg,2019
Germany,57,Alfried Krupp Krankenhaus Rüttenscheid,81.4,Essen,2019
Germany,58,Israelitisches Krankenhaus Hamburg,81.2,Hamburg,2019
Germany,59,Universitätsklinikum Knappschaftskrankenhaus Bochum,81.1,Bochum,2019
Germany,60,Evangelisches Klinikum Bethel,81.1,Bielefeld,2019
Germany,61,St. Josef-Hospital Klinikum der Ruhr-Universität Bochum,81.1,Bochum,2019
Germany,62,Krankenhaus der Barmherzigen Brüder Trier,81,Trier,2019
Germany,63,Universitätsklinikum Augsburg,81,Augsburg,2019
Germany,64,Asklepios Klinik Altona,80.9,Hamburg,2019
Germany,65,Bürgerhospital Frankfurt am Main,80.9,Frankfurt am Main,2019
Germany,66,Klinikum Ludwigsburg,80.9,Ludwigsburg,2019
Germany,67,Unfallkrankenhaus Berlin,80.7,Berlin,2019
Germany,68,Helios Klinikum Erfurt,80.5,Erfurt,2019
Germany,69,Evangelisches Krankenhaus Königin Elisabeth Herzberge,80.3,Berlin,2019
Germany,70,Agaplesion Frankfurter Diakonie Kliniken,80.1,Frankfurt am Main,2019
Germany,71,Barmherzige Brüder Klinik St. Elisabeth Straubing,80.1,Straubing,2019
Germany,72,DRK Kliniken Berlin | Köpenick,80,Berlin,2019
Germany,73,Gemeinschaftskrankenhaus Havelhöhe,79.9,Berlin,2019
Germany,74,Kliniken Dr. Erler,79.9,Nuremberg,2019
Germany,75,Krankenhaus der Augustinerinnen,79.8,Cologne,2019
Germany,76,Krankenhaus Martha-Maria Halle-Dölau,79.6,Halle (Saale),2019
Germany,77,Krankenhaus Barmherzige Brüder Regensburg,79.5,Regensburg,2019
Germany,78,"Kliniken Maria Hilf, Krankenhaus St. Franziskus",79.4,Mönchengladbach,2019
Germany,79,Kath. Marienkrankenhaus,79.1,Hamburg,2019
Germany,80,St. Elisabeth-Krankenhaus Köln-Hohenlind,79.1,Cologne,2019
Germany,81,Klinikum Esslingen,78.6,Esslingen am Neckar,2019
Germany,82,Vivantes Humboldt-Klinikum Berlin,78.6,Berlin,2019
Germany,83,Klinikum Dritter Orden München-Nymphenburg,78.5,Munich,2019
Germany,84,Universitätsmedizin Rostock,78.2,Rostock,2019
Germany,85,Schwarzwald-Baar Klinikum Villingen-Schwenningen,78.1,Villingen-Schwenningen,2019
Germany,86,DIAKOVERE Friederikenstift,77.9,Hanover,2019
Germany,87,München Klinik Neuperlach,77.5,Munich,2019
Germany,88,Klinikum St. Marien Amberg,77.2,Amberg,2019
Germany,89,Städtisches Klinikum Dresden Neustadt/Trachau,77,Dresden,2019
France,1,Hôpital Universitaire Pitié Salpêtrière,87,Paris,2019
France,2,Groupe hospitalier Pellegrin,86.9,Bordeaux,2019
France,3,Groupe hospitalier Paris Saint-Joseph,86.6,Paris,2019
France,4,Hôpital Henri-Mondor,86.6,Créteil,2019
France,5,Centre Hospitalier Lyon Sud,86.4,Pierre-Bénite,2019
France,6,Hôpital Européen,86.4,Marseille,2019
France,7,Hôpital de la Timone,86.3,Marseille,2019
France,8,Hôpital Purpan,86.1,Toulouse,2019
France,9,Hôpital Cochin,85.7,Paris,2019
France,10,Hôpital Claude-Huriez,85.7,Lille,2019
France,11,Clinique Pasteur Toulouse,85.6,Haute-Garonne,2019
France,12,Hôpital Saint-Antoine,85.6,Paris,2019
France,13,Hôpital Bretonneau,85,Tours,2019
France,14,Hôpital Tenon,85,Paris,2019
France,15,Hôpital Européen Georges Pompidou,84.5,Paris,2019
France,16,Hôpital Pontchaillou,84.4,Rennes,2019
France,17,Clinique Saint-Augustin,84.4,Gironde,2019
France,18,Hôpital Rangueil,84.3,Toulouse,2019
France,19,Hôpital Roger Salengro,84.1,Lille,2019
France,20,Hôpital Lapeyronie,84.1,Hérault,2019
France,21,Institut mutualiste Montsouris,84,Paris,2019
France,22,Hôpital Saint-Louis,84,Paris,2019
France,23,Hôpital Lariboisière,83.8,Paris,2019
France,24,Hôpital Beaujon,83.8,Clichy,2019
France,25,Hôpital Pasteur,83.7,Nice,2019
France,26,Hôpital Nord (Marseille),83.6,Marseille,2019
France,27,Hôpital Bicêtre,83.5,Le Kremlin-Bicêtre,2019
France,28,Hôpital de Hautepierre,83.5,Strasbourg,2019
France,29,Centre Hospitalier Universitaire de Poitiers,83.5,Poitiers,2019
France,30,Centre hospitalier universitaire Dijon Bourgogne,83.3,Dijon,2019
France,31,Hôpital Paul Brousse,83.2,Villejuif,2019
France,32,Hôpital Saint-André,83.1,Bordeaux,2019
France,33,Centre Hospitalier Intercommunal de Créteil,83.1,Créteil,2019
France,34,Hôpital Antoine Béclère,83.1,Clamart,2019
France,35,Centre hospitalier régional d'Orléans,83.1,Orleans,2019
France,36,Hôpital Pierre Wertheimer,83,Bron,2019
France,37,Hôpital universitaire Robert Debré,82.9,Paris,2019
France,38,Hôpital Clocheville,82.7,Tours,2019
France,39,Hôpital Bichat - Claude-Bernard,82.6,Paris,2019
France,40,Polyclinique Bordeaux-Nord Aquitaine,82.6,Bordeaux,2019
France,41,Hôpital Central - Nancy,82.6,Nancy,2019
France,42,Centre Hospitalier Annecy Genevois,82.5,Annecy,2019
France,43,Hôpital Armand-Trousseau,82.3,Paris,2019
France,44,Hôpital de Bois-Guillaume,82.1,Bois-Guillaume,2019
France,45,Centre Hospitalier Universitaire de Caen,82,Caen,2019
France,46,Centre Hospitalier Universitaire Grenoble Alpes,82,Grenoble,2019
France,47,Centre Hospitalier de Valenciennes,81.8,Valenciennes,2019
France,48,Hôpital Fernand-Widal,81.6,Paris,2019
France,49,Centre Hospitalier Universitaire (Angers),80.9,Angers,2019
France,50,CHU Gabriel-Montpied,80.5,Clermont-Ferrand,2019
France,51,Hôpital de la Conception,80,Marseille,2019
France,52,Centre Hospitalier - Le Mans,79.7,Le Mans,2019
France,53,CHU Saint-Étienne Hôpital Nord,79.6,Saint-Priest-en-Jarez,2019
France,54,Groupe Hospitalier de La Rochelle - Ré - Aunis,79.6,La Rochelle,2019
France,55,Centre hospitalier de Chartres,79.5,Chartres,2019
France,56,Hôpital Albert Schweitzer,79.2,Colmar,2019
France,57,Hôpital privé Clairval,79.2,Bouches-du-Rhône,2019
France,58,Clinique de l'Anjou,79,Maine-et-Loire,2019
France,59,Centre Hospitalier Régional Metz-Thionville,78.9,Metz,2019
France,60,Centre Hospitalier Privé Saint-Grégoire,78.5,Ille-et-Vilaine,2019
France,61,Hôpital Robert Schuman,78.4,Vantoux,2019
France,62,Clinique Rive-Gauche,78.3,Haute-Garonne,2019
France,63,Clinique mutualiste de l’Estuaire - Saint-Nazaire,78.2,Saint-Nazaire,2019
France,64,Hôpital privé Bois Bernard,78.2,Bois-Bernard,2019
France,65,Centre hospitalier intercommunal de Cornouaille,77.9,Quimper,2019
France,66,Hôpital Foch,77.8,Suresnes,2019
France,67,Groupe hospitalier Diaconesses Croix-Saint-Simon,77.8,Paris,2019
France,68,Hôpital Renée Sabran,77.8,Hyères,2019
France,69,Hôpital Trousseau,77.7,Paris,2019
France,70,Centre hospitalier (Saint-Brieuc),77.7,Saint-Brieuc,2019
France,71,Hôpital Saint-Joseph,77.5,Marseille,2019
France,72,Centre Hospitalier Universitaire Amiens-Picardie (Salouel),77.4,Amiens,2019
France,73,Maison de Santé Protestante de Bordeaux-Bagatelle,77.3,Talence,2019
France,74,Centre Hospitalier de Grasse,77.2,Grasse,2019
France,75,Hôpital de la Croix-Rousse,77.2,Lyon,2019
France,76,Hôpital Gui-de-Chauliac,77.1,Hérault,2019
France,77,Hôpitaux de Brabois,77.1,Vandœuvre-lès-Nancy,2019
France,78,Centre Hospitalier Régional Universitaire Besançon,77,Besançon,2019
France,79,Clinique mutualiste Jules-Vernes,76.9,Loire-Atlantique,2019
France,80,Hôpital Privé la Châtaigneraie,76.8,Puy-de-Dôme,2019
France,81,Centre hospitalier Métropole Savoie,76.7,Chambéry,2019
France,82,Hôpital Nord Laennec,76.6,Saint-Herblain,2019
France,83,Hôpital de l’Archet,76.6,Nice,2019
France,84,Hôpital Arnaud-de-Villeneuve,76.5,Hérault,2019
Switzerland,1,CHUV Centre Hospitalier Universitaire Vaudois,91.5,Lausanne,2019
Switzerland,2,"Les Hôpitaux Universitaires de Genève HUG, Cluse-Roseraie",90.3,Geneva,2019
Switzerland,3,UniversitätsSpital Zürich,90.2,Zurich,2019
Switzerland,4,Klinik Hirslanden Zürich,90.1,Zurich,2019
Switzerland,5,Lindenhofspital Bern,90,Bern,2019
Switzerland,6,Hirslanden Klinik Aarau,89.7,Aarau,2019
Switzerland,7,Universitätsspital Basel,89.7,Basel,2019
Switzerland,8,Inselspital Bern,89.6,Bern,2019
Switzerland,9,Hirslanden Klinik St. Anna Luzern,89.5,Lucerne,2019
Switzerland,10,Clinique Générale-Beaulieu,88.4,Geneva,2019
Switzerland,11,Luzerner Kantonsspital - Standort Luzern,88.4,Lucerne,2019
Switzerland,12,Stadtspital Triemli,88.4,Zurich,2019
Switzerland,13,Hirslanden Klinik Beau Site,88,Bern,2019
Switzerland,14,Bethesda Spital,88,Basel,2019
Switzerland,15,Claraspital,87.9,Basel,2019
Switzerland,16,Clinique de La Source Lausanne,87.7,Lausanne,2019
Switzerland,17,Privatklinik Bethanien,87.6,Zurich,2019
Switzerland,18,Zuger Kantonsspital,87.2,Baar,2019
Switzerland,19,Hôpital Intercantonal de la Broye (HIB) - Payerne,86.8,Payerne,2019
Switzerland,20,Clinique des Grangettes,86.7,Chêne­Bougeries,2019
Switzerland,21,Hirslanden Klinik Im Park,86.6,Zurich,2019
Switzerland,22,Hôpital du Jura - Delémont,86.6,Delémont,2019
Switzerland,23,Hirslanden Clinique Cecil,86.5,Lausanne,2019
Switzerland,24,HFR - Hôpital fribourgeois - Fribourg,86.2,Fribourg,2019
Switzerland,25,Hirslanden Klinik Stephanshorn,86.2,St. Gallen,2019
Switzerland,26,Spital Zollikerberg,86.2,Zollikerberg,2019
Switzerland,27,Genolier Clinique,85.8,Genolier,2019
Switzerland,28,Kantonsspital Winterthur,85.7,Winterthur,2019
Switzerland,29,Kantonsspital St. Gallen - St. Gallen,85.6,St. Gallen,2019
Switzerland,30,Regionalspital Emmental - Burgdorf,85.6,Burgdorf,2019
Switzerland,31,Stadtspital Waid,85.4,Zurich,2019
Switzerland,32,Kantonsspital Baden,84.9,Baden,2019
Switzerland,33,Kantonsspital Baselland,84.7,Liestal,2019
Switzerland,34,Groupement Hospitalier de l'Ouest Lémanique (GHOL) Nyon Hôpital,84.7,Nyon,2019
Switzerland,35,Spital Thurgau AG - Kantonspital Frauenfeld,84.6,Frauenfeld,2019
Switzerland,36,Hirslanden Salem Spital,84.5,Bern,2019
Switzerland,37,Kantonsspital Aarau,84.1,Aarau,2019
Switzerland,38,Solothurner Spitäler AG - Kantonsspital Olten,84.1,Solothurn,2019
Switzerland,39,Spital Interlaken,83.7,Unterseen,2019
Switzerland,40,Spital Muri,83.5,Muri,2019
Switzerland,41,Spital Linth,83.4,Uznach,2019
Switzerland,42,Spital Wallis - Spitalzentrum Oberwallis (SZO),83.4,Brig-Glis,2019
Switzerland,43,Hôpital du Valais - Centre Hospitalier du Valais Romand - Hôpital de Sion,82.7,Sion,2019
Switzerland,44,Kantonsspital Graubünden,82.3,Chur,2019
Switzerland,45,Hirslanden Klinik Linde,82,Biel,2019
